Team1Index,Team1,Team2Index,Team2,score1,score2,scoreDiff
NA,Mississippi St.,NA,Ole Miss,66,56,10
NA,Saint Francis (PA),NA,Wagner,52,67,-15
NA,Monmouth,50,Iona,65,88,-23
NA,Cal Poly,NA,Long Beach St.,69,74,-5
NA,Hawaii,NA,CSUN,80,88,-8
NA,Central Conn. St.,NA,LIU,74,87,-13
58,San Diego St.,NA,Fresno St.,75,57,18
NA,DePaul,NA,St. John's (NY),88,83,5
39,Colorado,64,Oregon St.,61,57,4
NA,Marist,NA,Saint Peter's,51,50,1
NA,Kennesaw St.,NA,Lipscomb,63,77,-14
NA,UC Riverside,NA,UC San Diego,82,83,-1
NA,UC Irvine,NA,Cal St. Fullerton,64,67,-3
NA,San Diego,1,Gonzaga,69,106,-37
NA,Green Bay,NA,UIC,69,59,10
NA,North Dakota,NA,Omaha,81,69,12
NA,Denver,NA,Kansas City,69,80,-11
4,Virginia,NA,Duke,65,66,-1
NA,South Dakota St.,NA,North Dakota St.,82,84,-2
NA,SIUE,NA,Murray St.,62,89,-27
NA,Tarleton St.,NA,Dixie St.,48,64,-16
NA,Utah Valley,NA,New Mexico St.,60,67,-7
NA,Utah,7,Oregon,64,67,-3
NA,California Baptist,16,Grand Canyon,65,62,3
NA,Arizona St.,46,UCLA,79,80,-1
NA,CSU Bakersfield,13,UC Santa Barbara,44,63,-19
NA,California,NA,Washington,51,62,-11
NA,Rhode Island,NA,George Washington,70,78,-8
NA,Siena,NA,Niagara,68,66,2
NA,Boston U.,32,Colgate,63,78,-15
NA,Rider,NA,Quinnipiac,68,93,-25
NA,Ga. Southern,NA,Coastal Carolina,55,65,-10
35,Michigan,20,Ohio St.,92,87,5
NA,St. Mary's (MD),NA,Delaware St.,58,75,-17
NA,Cincinnati,54,Houston,52,90,-38
NA,Stony Brook,NA,Albany (NY),59,67,-8
NA,South Fla.,NA,Temple,83,76,7
NA,Sacred Heart,NA,St. Francis Brooklyn,88,82,6
51,Mount St. Mary's,NA,Fairleigh Dickinson,74,61,13
NA,Binghamton,NA,NJIT,72,58,14
NA,Army West Point,NA,Holy Cross,51,67,-16
44,Maryland,62,Rutgers,68,59,9
NA,Davidson,43,St. Bonaventure,58,69,-11
NA,Evansville,12,Drake,71,85,-14
NA,Saint Francis (PA),NA,Wagner,68,70,-2
NA,Central Conn. St.,NA,LIU,79,81,-2
NA,UNLV,NA,San Jose St.,67,64,3
NA,Bryant,NA,Merrimack,76,60,16
NA,N.C. A&T,NA,Florida A&M,70,63,7
NA,Prairie View,52,Texas Southern,77,75,2
NA,Little Rock,NA,ULM,66,78,-12
NA,Penn St.,2,Iowa,68,74,-6
NA,Valparaiso,NA,Southern Ill.,66,65,1
NA,Lehigh,NA,Loyola Maryland,76,72,4
NA,Navy,NA,American,69,60,9
NA,Butler,NA,Xavier,51,63,-12
27,Wisconsin,NA,Northwestern,68,51,17
NA,Dallas Christian,NA,UTRGV,51,116,-65
NA,North Ala.,65,Liberty,54,74,-20
NA,Eastern Ky.,NA,Southeast Mo. St.,87,65,22
NA,Little Rock,NA,ULM,64,68,-4
48,UNC Greensboro,NA,Western Caro.,77,56,21
NA,Grambling,NA,Jackson St.,59,63,-4
NA,Charleston So.,NA,Presbyterian,78,77,1
NA,UT Arlington,NA,Louisiana,74,76,-2
NA,Pepperdine,NA,Saint Mary's (CA),61,66,-5
66,Morehead St.,NA,SIUE,56,48,8
NA,Gardner-Webb,NA,USC Upstate,69,58,11
NA,The Citadel,NA,Mercer,52,88,-36
NA,Texas St.,NA,Arkansas St.,57,52,5
NA,Rust,NA,UAB,45,117,-72
NA,Valparaiso,NA,Southern Ill.,64,67,-3
NA,William & Mary,NA,Elon,54,73,-19
NA,Evansville,12,Drake,63,74,-11
63,Syracuse,NA,Duke,71,85,-14
NA,Southeastern La.,NA,A&M-Corpus Christi,78,75,3
NA,Houston Baptist,NA,Northwestern St.,80,86,-6
NA,Sam Houston,NA,Lamar University,77,71,6
NA,Central Ark.,NA,New Orleans,63,88,-25
NA,Alabama St.,NA,Southern U.,66,75,-9
NA,Alabama A&M,NA,Alcorn,52,65,-13
24,Texas Tech,56,Oklahoma St.,69,74,-5
7,Oregon,6,Southern California,58,72,-14
NA,New Mexico,NA,Air Force,73,65,8
NA,North Ala.,65,Liberty,54,74,-20
NA,Akron,14,Ohio,73,90,-17
NA,Pacific,NA,San Diego,77,67,10
18,App State,NA,Georgia St.,71,85,-14
NA,Miami (OH),NA,Central Mich.,96,54,42
NA,Buffalo,NA,Northern Ill.,102,74,28
NA,Saint Louis,10,VCU,65,67,-2
NA,Massachusetts,NA,Richmond,65,79,-14
42,LSU,NA,Georgia,78,91,-13
NA,High Point,NA,Campbell,48,68,-20
NA,Bowling Green,NA,Eastern Mich.,82,69,13
53,Illinois,45,Michigan St.,72,81,-9
55,West Virginia,NA,TCU,74,66,8
61,Georgia Tech,28,Virginia Tech,69,53,16
25,Florida,NA,Auburn,74,57,17
NA,Notre Dame,NA,Louisville,57,69,-12
NA,Ark.-Pine Bluff,NA,Prairie View,56,72,-16
NA,Iowa St.,19,Baylor,72,77,-5
NA,St. John's (NY),23,Villanova,58,81,-23
NA,Penn St.,NA,Nebraska,86,83,3
NA,Mississippi Val.,52,Texas Southern,45,82,-37
NA,Ole Miss,9,Missouri,60,53,7
8,Oklahoma,NA,Kansas St.,57,62,-5
41,UConn,47,Georgetown,70,57,13
NA,Washington,NA,Arizona St.,64,97,-33
3,Kansas,37,Texas,72,75,-3
NA,Kent St.,NA,Ball St.,71,90,-19
NA,Alabama A&M,NA,Southern U.,57,73,-16
59,Clemson,NA,Wake Forest,60,39,21
NA,Alabama St.,NA,Alcorn,59,68,-9
NA,N.C. A&T,NA,N.C. Central,79,63,16
43,St. Bonaventure,NA,Davidson,56,53,3
NA,New Mexico,NA,Air Force,55,62,-7
NA,Delaware St.,17,Norfolk St.,55,86,-31
NA,Dayton,NA,Saint Joseph's,84,97,-13
NA,Hampton,NA,Longwood,74,68,6
NA,Mount Aloysius,NA,Radford,51,74,-23
NA,George Washington,NA,George Mason,58,63,-5
NA,NC State,4,Virginia,68,61,7
NA,Marquette,26,North Carolina,83,70,13
NA,Duquesne,NA,La Salle,65,85,-20
NA,Temple,NA,South Fla.,65,47,18
NA,Holy Cross,NA,Boston U.,86,75,11
NA,Seton Hall,NA,Butler,52,61,-9
NA,Western Caro.,48,UNC Greensboro,81,80,1
NA,Chattanooga,NA,Mercer,77,81,-4
NA,South Carolina,NA,Mississippi St.,48,69,-21
NA,American,NA,Loyola Maryland,49,60,-11
NA,The Citadel,NA,Furman,63,72,-9
NA,SFA,NA,Northwestern St.,83,57,26
NA,Houston Baptist,NA,Nicholls St.,68,83,-15
NA,Tulane,NA,Memphis,46,61,-15
NA,Northern Ariz.,NA,Southern Utah,80,85,-5
NA,Lamar University,NA,UIW,67,45,22
NA,McNeese,NA,Southeastern La.,95,91,4
NA,Indiana,62,Rutgers,63,74,-11
NA,New Orleans,NA,A&M-Corpus Christi,69,61,8
38,Florida St.,NA,Miami (FL),88,71,17
NA,Sam Houston,49,Abilene Christian,72,86,-14
36,Alabama,21,Arkansas,66,81,-15
NA,Cincinnati,NA,Tulsa,70,69,1
NA,DePaul,5,Creighton,53,77,-24
NA,Xavier,NA,Providence,68,83,-15
57,Tennessee,NA,Vanderbilt,70,58,12
NA,Fresno St.,NA,UNLV,67,64,3
NA,Miami (OH),NA,Western Mich.,74,66,8
NA,Eastern Mich.,14,Ohio,67,86,-19
NA,Central Mich.,NA,Buffalo,73,85,-12
NA,St. Francis Brooklyn,NA,Merrimack,84,71,13
NA,UT Martin,NA,SIUE,53,66,-13
NA,Western Ky.,54,Houston,57,81,-24
NA,Robert Morris,NA,Detroit Mercy,73,83,-10
NA,Santa Clara,1,Gonzaga,75,89,-14
NA,Florida A&M,NA,South Carolina St.,75,67,8
NA,Washington,NA,Arizona St.,72,80,-8
NA,Tennessee St.,66,Morehead St.,60,74,-14
2,Iowa,35,Michigan,57,79,-22
51,Mount St. Mary's,NA,Saint Francis (PA),72,65,7
NA,Fairleigh Dickinson,NA,Sacred Heart,82,69,13
NA,LIU,NA,Bryant,80,87,-7
NA,Wagner,NA,Central Conn. St.,83,63,20
NA,Nebraska,53,Illinois,70,86,-16
NA,Mississippi Val.,NA,Prairie View,62,82,-20
NA,Purdue Fort Wayne,NA,Green Bay,89,84,5
NA,UIC,NA,Youngstown St.,58,74,-16
46,UCLA,NA,Utah,76,61,15
NA,Belmont,NA,Eastern Ky.,67,81,-14
NA,IUPUI,NA,Milwaukee,72,84,-12
NA,Weber St.,NA,Sacramento St.,82,73,9
NA,Ark.-Pine Bluff,52,Texas Southern,65,79,-14
NA,Southeast Mo. St.,NA,Eastern Ill.,94,88,6
NA,Murray St.,NA,Jacksonville St.,74,87,-13
NA,Portland St.,NA,Northern Colo.,64,66,-2
NA,Northwestern,NA,Minnesota,67,59,8
NA,San Francisco,40,BYU,73,79,-6
6,Southern California,39,Colorado,62,80,-18
7,Oregon,NA,Stanford,71,68,3
NA,Austin Peay,NA,Tennessee Tech,76,81,-5
NA,Montana,NA,Idaho St.,64,58,6
20,Ohio St.,45,Michigan St.,67,71,-4
NA,LMU (CA),NA,Pepperdine,81,74,7
NA,Boise St.,58,San Diego St.,66,78,-12
64,Oregon St.,NA,California,59,57,2
NA,Washington St.,NA,Arizona,53,69,-16
NA,Pacific,NA,Saint Mary's (CA),46,58,-12
NA,Long Beach St.,NA,Hawaii,76,78,-2
NA,North Florida,NA,Stetson,79,74,5
NA,LIU,NA,Bryant,60,63,-3
NA,Tulane,NA,Cincinnati,71,91,-20
NA,Rider,NA,Saint Peter's,52,66,-14
NA,St. Francis Brooklyn,NA,Merrimack,67,75,-8
68,Drexel,NA,James Madison,84,78,6
NA,Wagner,NA,Central Conn. St.,77,83,-6
NA,Manhattan,NA,Siena,69,74,-5
NA,UC Davis,NA,Cal Poly,69,61,8
NA,ULM,NA,Texas St.,49,58,-9
18,App State,NA,Ga. Southern,84,78,6
NA,George Washington,43,St. Bonaventure,41,88,-47
NA,Kennesaw St.,NA,FGCU,80,63,17
NA,Omaha,NA,Denver,80,76,4
NA,Indiana St.,NA,Valparaiso,58,43,15
NA,Missouri St.,NA,Evansville,90,81,9
12,Drake,NA,Bradley,80,71,9
NA,UAB,NA,UTSA,64,57,7
31,North Texas,NA,Marshall,77,65,12
NA,Middle Tenn.,NA,Old Dominion,61,67,-6
NA,Southern Utah,NA,Northern Ariz.,92,62,30
NA,Arkansas St.,NA,UT Arlington,71,73,-2
NA,Montana St.,NA,Idaho,69,74,-5
NA,Coastal Carolina,NA,Troy,75,59,16
22,Purdue,NA,Penn St.,73,52,21
NA,Bowling Green,NA,Akron,83,71,12
NA,UC San Diego,NA,UC Irvine,55,80,-25
NA,Fairleigh Dickinson,NA,Sacred Heart,64,70,-6
NA,Richmond,NA,Saint Louis,67,72,-5
NA,Louisiana,NA,Little Rock,66,61,5
NA,Rice,NA,Louisiana Tech,57,101,-44
NA,Fla. Atlantic,NA,Southern Miss.,69,60,9
NA,New Mexico St.,NA,Tarleton St.,78,51,27
NA,UTRGV,NA,Utah Valley,74,78,-4
NA,Kansas City,NA,South Dakota St.,49,67,-18
NA,Nevada,29,Utah St.,72,75,-3
NA,Georgia St.,NA,South Alabama,84,81,3
16,Grand Canyon,NA,Seattle U,57,63,-6
NA,UNI,NA,Illinois St.,70,56,14
NA,Southern Ill.,60,Loyola Chicago,52,60,-8
NA,CSUN,NA,CSU Bakersfield,58,84,-26
13,UC Santa Barbara,NA,UC Riverside,72,68,4
NA,Fresno St.,NA,UNLV,67,68,-1
35,Michigan,NA,Indiana,73,57,16
65,Liberty,NA,Bellarmine,94,78,16
37,Texas,24,Texas Tech,59,68,-9
57,Tennessee,NA,Auburn,72,77,-5
63,Syracuse,61,Georgia Tech,77,84,-7
47,Georgetown,NA,DePaul,68,60,8
NA,Navy,NA,Loyola Maryland,73,67,6
NA,Stony Brook,NA,UMass Lowell,62,64,-2
NA,Montana,NA,Idaho St.,59,58,1
NA,Northern Ill.,NA,Eastern Mich.,57,91,-34
NA,South Carolina,NA,Georgia,91,70,21
NA,Mercer,NA,Western Caro.,61,85,-24
NA,Central Mich.,NA,Ball St.,91,97,-6
31,North Texas,NA,Marshall,72,73,-1
NA,North Florida,NA,Stetson,68,85,-17
NA,American,NA,Bucknell,78,71,7
NA,Florida A&M,NA,South Carolina St.,57,63,-6
NA,Washington,NA,Arizona,74,75,-1
NA,Rice,NA,Louisiana Tech,58,79,-21
NA,Notre Dame,NA,Boston College,90,94,-4
NA,Portland St.,NA,Northern Colo.,73,65,8
42,LSU,21,Arkansas,75,83,-8
10,VCU,NA,Davidson,57,65,-8
53,Illinois,27,Wisconsin,74,69,5
NA,Buffalo,14,Ohio,86,66,20
NA,Miami (FL),59,Clemson,58,66,-8
NA,Presbyterian,NA,Hampton,65,67,-2
NA,Binghamton,34,Hartford,60,77,-17
NA,Weber St.,NA,Sacramento St.,72,70,2
NA,Marquette,41,UConn,62,80,-18
NA,Lipscomb,NA,North Ala.,66,73,-7
56,Oklahoma St.,8,Oklahoma,94,90,4
18,App State,NA,Ga. Southern,57,65,-8
NA,Boston U.,NA,Army West Point,75,63,12
NA,Ole Miss,NA,Vanderbilt,70,75,-5
NA,Belmont,66,Morehead St.,82,89,-7
NA,USC Upstate,NA,High Point,60,65,-5
NA,Vanguard,NA,California Baptist,65,78,-13
NA,Lehigh,NA,Lafayette,69,75,-6
7,Oregon,NA,California,74,63,11
NA,UAB,NA,UTSA,79,96,-17
NA,Southeastern La.,NA,Northwestern St.,61,79,-18
48,UNC Greensboro,NA,ETSU,85,74,11
NA,Pepperdine,NA,San Diego,90,84,6
NA,Wake Forest,28,Virginia Tech,46,84,-38
25,Florida,NA,Kentucky,71,67,4
38,Florida St.,26,North Carolina,70,78,-8
NA,Boise St.,58,San Diego St.,58,62,-4
NA,Air Force,NA,Colorado St.,49,72,-23
NA,Kansas St.,55,West Virginia,43,65,-22
NA,Kent St.,NA,Miami (OH),64,51,13
NA,North Dakota St.,NA,South Dakota,71,80,-9
NA,La Salle,NA,George Mason,54,89,-35
NA,Louisiana,NA,Little Rock,59,69,-10
NA,Arkansas St.,NA,UT Arlington,56,64,-8
NA,NJIT,NA,Albany (NY),66,76,-10
NA,Fla. Atlantic,NA,Southern Miss.,73,66,7
5,Creighton,NA,Xavier,69,77,-8
NA,Coastal Carolina,NA,Troy,76,71,5
NA,ULM,NA,Texas St.,57,61,-4
NA,Western Ill.,33,Oral Roberts,81,85,-4
NA,Western Mich.,NA,Toledo,44,91,-47
NA,UT Martin,NA,Eastern Ill.,73,68,5
NA,UC Davis,NA,Cal Poly,68,66,2
NA,Austin Peay,NA,Jacksonville St.,67,75,-8
NA,Alcorn,NA,Southern U.,75,89,-14
NA,Prairie View,NA,Alabama A&M,55,54,1
52,Texas Southern,NA,Alabama St.,86,76,10
NA,SFA,NA,Lamar University,83,88,-5
49,Abilene Christian,NA,Central Ark.,82,84,-2
NA,Elon,NA,UNCW,80,77,3
NA,Southern Ill.,60,Loyola Chicago,58,65,-7
NA,UNI,NA,Illinois St.,94,87,7
NA,Indiana St.,NA,Valparaiso,58,70,-12
NA,Charlotte,NA,UTEP,47,70,-23
NA,Southeast Mo. St.,NA,SIUE,69,63,6
NA,TCU,NA,Iowa St.,76,72,4
36,Alabama,NA,Mississippi St.,64,59,5
NA,Louisville,NA,Duke,80,73,7
NA,Omaha,NA,Denver,80,76,4
64,Oregon St.,NA,Stanford,73,62,11
NA,Minnesota,NA,Nebraska,74,78,-4
NA,Rhode Island,NA,Duquesne,75,86,-11
NA,Manhattan,NA,Siena,56,64,-8
NA,Missouri St.,NA,Evansville,63,72,-9
12,Drake,NA,Bradley,61,67,-6
NA,Middle Tenn.,NA,Old Dominion,60,73,-13
NA,Nicholls St.,NA,New Orleans,105,101,4
NA,Furman,NA,Wofford,73,74,-1
NA,Tennessee St.,NA,Eastern Ky.,84,89,-5
NA,UC San Diego,NA,UC Irvine,64,75,-11
NA,Georgia St.,NA,South Alabama,82,73,9
NA,UTRGV,NA,Utah Valley,64,73,-9
NA,N.C. Central,NA,N.C. A&T,53,55,-2
6,Southern California,NA,Utah,61,71,-10
NA,New Mexico St.,NA,Tarleton St.,55,64,-9
19,Baylor,3,Kansas,58,71,-13
NA,Coppin St.,NA,Delaware St.,81,68,13
NA,Rider,NA,Saint Peter's,78,65,13
NA,Houston Baptist,NA,McNeese,58,85,-27
NA,Jackson St.,NA,Mississippi Val.,68,54,14
NA,Kansas City,NA,South Dakota St.,77,89,-12
NA,Washington St.,NA,Arizona St.,74,77,-3
16,Grand Canyon,NA,Seattle U,81,71,10
NA,Murray St.,NA,Tennessee Tech,61,71,-10
13,UC Santa Barbara,NA,UC Riverside,52,68,-16
NA,CSUN,NA,CSU Bakersfield,90,87,3
NA,Long Beach St.,NA,Hawaii,76,79,-3
46,UCLA,39,Colorado,61,70,-9
NA,San Francisco,NA,Pacific,69,76,-7
NA,LMU (CA),1,Gonzaga,69,86,-17
NA,Saint Mary's (CA),40,BYU,51,65,-14
23,Villanova,NA,Butler,61,73,-12
NA,UMass Lowell,NA,New Hampshire,72,64,8
NA,Memphis,NA,Cincinnati,80,74,6
45,Michigan St.,44,Maryland,55,73,-18
NA,Florida A&M,NA,South Carolina St.,63,58,5
NA,St. Mary's (MD),17,Norfolk St.,51,72,-21
NA,Montana St.,NA,Idaho,71,61,10
NA,Charlotte,NA,UTEP,62,77,-15
NA,FIU,NA,Western Ky.,58,91,-33
NA,Boston U.,NA,Army West Point,55,57,-2
NA,Albany (NY),34,Hartford,77,83,-6
NA,Loyola Maryland,NA,Navy,58,66,-8
NA,Bucknell,NA,American,68,81,-13
2,Iowa,20,Ohio St.,73,57,16
NA,Quinnipiac,NA,Marist,67,76,-9
NA,South Fla.,54,Houston,52,98,-46
NA,Pittsburgh,NA,NC State,62,65,-3
NA,North Dakota St.,NA,South Dakota,89,77,12
NA,Western Ill.,33,Oral Roberts,59,95,-36
NA,Coppin St.,NA,Delaware St.,94,74,20
NA,Lafayette,NA,Lehigh,71,70,1
NA,Nevada,29,Utah St.,66,87,-21
NA,FIU,NA,Western Ky.,59,71,-12
NA,SFA,NA,Central Ark.,79,66,13
NA,Dayton,43,St. Bonaventure,55,52,3
NA,Miami (FL),4,Virginia,51,62,-11
NA,Quinnipiac,NA,Marist,52,65,-13
NA,Saint Joseph's,NA,Richmond,76,73,3
NA,Massachusetts,NA,Saint Louis,57,78,-21
NA,High Point,30,Winthrop,54,83,-29
NA,Hampton,NA,Radford,52,67,-15
NA,Longwood,NA,UNC Asheville,77,61,16
NA,Northwestern St.,NA,Nicholls St.,71,87,-16
NA,Gardner-Webb,NA,Campbell,57,63,-6
26,North Carolina,63,Syracuse,70,72,-2
62,Rutgers,NA,Nebraska,51,72,-21
NA,A&M-Corpus Christi,NA,Lamar University,47,66,-19
NA,Sam Houston,NA,Houston Baptist,83,70,13
NA,New Orleans,NA,UIW,88,72,16
52,Texas Southern,NA,Alabama A&M,68,58,10
NA,Grambling,NA,Mississippi Val.,63,67,-4
NA,Ark.-Pine Bluff,NA,Jackson St.,58,64,-6
NA,Prairie View,NA,Alabama St.,70,67,3
8,Oklahoma,56,Oklahoma St.,75,79,-4
NA,Arizona,7,Oregon,69,80,-11
NA,Air Force,NA,Colorado St.,44,74,-30
NA,UTRGV,NA,New Mexico St.,51,69,-18
NA,Akron,NA,Buffalo,78,80,-2
NA,Toledo,NA,Central Mich.,79,81,-2
19,Baylor,55,West Virginia,94,89,5
NA,Wake Forest,NA,Pittsburgh,57,70,-13
21,Arkansas,NA,South Carolina,101,73,28
53,Illinois,35,Michigan,76,53,23
37,Texas,NA,Iowa St.,81,67,14
NA,TCU,24,Texas Tech,49,69,-20
NA,Fresno St.,NA,Boise St.,67,64,3
NA,Milwaukee,NA,Wright St.,94,92,2
NA,Purdue Fort Wayne,67,Cleveland St.,104,108,-4
NA,Detroit Mercy,NA,Northern Ky.,69,70,-1
NA,Merrimack,NA,Wagner,67,74,-7
NA,Tulsa,NA,UCF,69,73,-4
NA,Xavier,47,Georgetown,66,72,-6
NA,Western Mich.,NA,Northern Ill.,73,63,10
NA,Auburn,36,Alabama,58,70,-12
NA,Eastern Mich.,NA,Ball St.,65,100,-35
NA,Miami (OH),NA,Bowling Green,84,79,5
NA,Youngstown St.,NA,Oakland,83,87,-4
NA,Duke,61,Georgia Tech,77,81,-4
NA,Indiana,45,Michigan St.,58,64,-6
NA,Vanderbilt,42,LSU,68,83,-15
NA,Kentucky,NA,Ole Miss,62,70,-8
27,Wisconsin,22,Purdue,69,73,-4
NA,Memphis,NA,South Fla.,73,52,21
NA,Marquette,NA,DePaul,77,71,6
NA,Saint Joseph's,NA,La Salle,72,66,6
NA,Fordham,NA,George Washington,49,53,-4
NA,Merrimack,NA,Wagner,59,64,-5
59,Clemson,63,Syracuse,54,64,-10
11,Wichita St.,NA,Tulane,78,70,8
9,Missouri,25,Florida,72,70,2
41,UConn,NA,Seton Hall,69,58,11
NA,NC State,NA,Notre Dame,80,69,11
NA,Minnesota,NA,Penn St.,65,84,-19
NA,Providence,NA,St. John's (NY),67,81,-14
NA,Florida A&M,NA,N.C. Central,65,58,7
64,Oregon St.,NA,Utah,75,70,5
NA,Lehigh,NA,Boston U.,58,69,-11
NA,A&M-Corpus Christi,NA,Sam Houston,61,84,-23
NA,SIUE,NA,Belmont,61,78,-17
NA,Our Lady of the Lake,NA,Louisiana Tech,66,99,-33
NA,Southeastern La.,NA,Central Ark.,71,88,-17
NA,New Mexico,NA,Colorado St.,73,87,-14
NA,Northwestern St.,NA,New Orleans,83,92,-9
NA,UIW,NA,Houston Baptist,67,72,-5
NA,Mississippi St.,NA,Texas A&M,63,57,6
5,Creighton,23,Villanova,60,72,-12
NA,Boston College,38,Florida St.,64,93,-29
44,Maryland,NA,Northwestern,55,60,-5
49,Abilene Christian,NA,SFA,63,61,2
46,UCLA,7,Oregon,74,82,-8
58,San Diego St.,NA,UNLV,71,62,9
NA,Idaho St.,15,Eastern Wash.,68,63,5
NA,Stanford,6,Southern California,42,79,-37
NA,Southeast Mo. St.,66,Morehead St.,54,61,-7
NA,Portland,NA,Santa Clara,86,95,-9
NA,Duquesne,NA,Richmond,67,62,5
NA,Northeastern St.,NA,Tulsa,74,107,-33
NA,Saint Joseph's,NA,Massachusetts,66,100,-34
NA,Kennesaw St.,65,Liberty,59,69,-10
NA,North Ala.,NA,North Florida,68,60,8
NA,Rhode Island,NA,Dayton,72,84,-12
NA,Saint Peter's,NA,Quinnipiac,60,65,-5
NA,Monmouth,NA,Rider,77,74,3
NA,George Washington,NA,George Mason,59,73,-14
NA,Fairfield,NA,Manhattan,59,69,-10
NA,Middle Tenn.,NA,Fla. Atlantic,50,80,-30
NA,Campbell,NA,Radford,78,60,18
NA,Southern Ill.,NA,Bradley,73,63,10
NA,Iowa St.,24,Texas Tech,54,81,-27
NA,FGCU,NA,Lipscomb,72,60,12
NA,Vanderbilt,NA,Cincinnati,78,64,14
NA,TCU,55,West Virginia,67,76,-9
NA,Florida A&M,NA,N.C. Central,71,74,-3
56,Oklahoma St.,19,Baylor,70,81,-11
NA,Stetson,NA,Bellarmine,73,70,3
45,Michigan St.,35,Michigan,50,69,-19
NA,Canisius,NA,Siena,64,73,-9
NA,Longwood,30,Winthrop,61,82,-21
NA,Nicholls St.,NA,McNeese,80,67,13
NA,UTEP,3,Kansas,62,67,-5
NA,Murray St.,NA,Jacksonville St.,65,68,-3
NA,Southern U.,NA,Prairie View,61,68,-7
NA,Alabama St.,NA,Grambling,68,91,-23
NA,Alabama A&M,NA,Jackson St.,35,50,-15
NA,Alcorn,52,Texas Southern,78,80,-2
NA,Northern Colo.,NA,Weber St.,59,60,-1
NA,Nebraska,2,Iowa,64,102,-38
NA,Arizona St.,39,Colorado,61,75,-14
37,Texas,8,Oklahoma,69,65,4
NA,Illinois St.,NA,UNI,60,65,-5
NA,San Diego,NA,San Francisco,51,67,-16
NA,UCF,NA,East Carolina,64,60,4
NA,Wyoming,29,Utah St.,59,72,-13
NA,Southern Utah,NA,Portland St.,68,58,10
NA,Austin Peay,NA,Eastern Ky.,67,70,-3
NA,Santa Clara,NA,Pacific,81,76,5
NA,Duquesne,43,St. Bonaventure,59,75,-16
NA,Southern Ill.,60,Loyola Chicago,49,73,-24
NA,Morgan St.,NA,Delaware St.,92,67,25
NA,Massachusetts,NA,Saint Louis,72,86,-14
NA,Sacramento St.,NA,Montana St.,75,77,-2
NA,Stetson,65,Liberty,64,77,-13
NA,Evansville,NA,Indiana St.,43,53,-10
NA,Our Lady of the Lake,NA,Rice,77,80,-3
NA,Idaho St.,15,Eastern Wash.,62,75,-13
NA,Dayton,10,VCU,68,73,-5
NA,Saint Peter's,NA,Quinnipiac,66,64,2
NA,Monmouth,NA,Rider,65,62,3
NA,Northern Ill.,NA,Central Mich.,79,74,5
NA,George Mason,NA,Davidson,67,99,-32
NA,Western Caro.,NA,The Citadel,86,100,-14
NA,Fairfield,NA,Manhattan,85,67,18
NA,Kent St.,NA,Buffalo,67,81,-14
NA,Boston College,NA,Miami (FL),76,80,-4
NA,Middle Tenn.,NA,Fla. Atlantic,54,63,-9
NA,Ga. Southern,NA,Arkansas St.,58,62,-4
NA,ULM,NA,South Alabama,72,80,-8
NA,FGCU,NA,North Ala.,81,96,-15
NA,Canisius,NA,Siena,76,75,1
NA,Charlotte,NA,Marshall,67,75,-8
NA,Eastern Mich.,NA,Western Mich.,64,63,1
NA,Hawaii,NA,UC Davis,73,68,5
NA,Ball St.,NA,Toledo,70,89,-19
NA,UC Irvine,NA,Long Beach St.,71,68,3
NA,UC Riverside,NA,CSUN,72,68,4
NA,Jacksonville St.,NA,Belmont,69,72,-3
NA,Cal St. Fullerton,NA,UC San Diego,85,89,-4
61,Georgia Tech,NA,Wake Forest,75,63,12
NA,Tarleton St.,NA,UTRGV,65,47,18
NA,Ark.-Pine Bluff,NA,Mississippi Val.,82,59,23
NA,UAB,31,North Texas,65,51,14
NA,Old Dominion,NA,Western Ky.,71,69,2
NA,Samford,NA,Mercer,59,87,-28
NA,Cal Poly,13,UC Santa Barbara,57,71,-14
NA,San Francisco,NA,LMU (CA),66,70,-4
NA,Troy,NA,UT Arlington,91,86,5
NA,Little Rock,18,App State,60,67,-7
NA,Utah Valley,16,Grand Canyon,59,55,4
NA,Valparaiso,NA,Missouri St.,55,66,-11
NA,Colorado St.,NA,Nevada,82,85,-3
NA,New Mexico St.,NA,Dixie St.,76,66,10
NA,Seattle U,NA,California Baptist,80,79,1
NA,Eastern Ky.,66,Morehead St.,64,67,-3
NA,Santa Clara,NA,Pepperdine,70,78,-8
NA,Loyola Maryland,NA,Navy,76,68,8
38,Florida St.,NA,Notre Dame,73,83,-10
NA,Sacred Heart,NA,Bryant,55,85,-30
NA,Pittsburgh,59,Clemson,62,77,-15
NA,The Citadel,48,UNC Greensboro,72,80,-8
NA,South Carolina,NA,Kentucky,64,92,-28
62,Rutgers,NA,Minnesota,77,70,7
47,Georgetown,41,UConn,82,98,-16
NA,Sacramento St.,NA,Montana St.,74,73,1
NA,Mississippi St.,NA,Auburn,71,78,-7
NA,Indiana St.,60,Loyola Chicago,49,65,-16
NA,Boston U.,32,Colgate,69,77,-8
NA,South Fla.,11,Wichita St.,63,80,-17
NA,Indiana,22,Purdue,58,67,-9
NA,Central Ark.,NA,Northwestern St.,70,79,-9
NA,Charlotte,NA,Marshall,66,75,-9
NA,Arizona St.,NA,Utah,59,98,-39
56,Oklahoma St.,55,West Virginia,85,80,5
36,Alabama,NA,Georgia,89,79,10
NA,Bucknell,NA,Lafayette,92,84,8
